rank	word	part_of_speech	hanja	explanation	nikl_level	topik_level
10132	식히다	동사		차를	중급	C
	신-15	접사		신세계	중급	
	신01	명사		을 신다	중급	
2341	신02	명사		~이 나다	중급	B
1141	신09	명사	神			C
1022	신경04	명사	神經	을 다치다	중급	C
2687	신고01	명사	申告	분실물 신고	중급	B
3320	신고하다01	동사	申告-			C
4002	신규	명사	新規			C
3939	신기하다01	형용사	神奇-	마술이	중급	C
5237	신기하다04	형용사	新奇-			C
	신나다	동사		나들이에 	중급	
4082	신념01	명사	信念	을 지키다	중급	C
2715	신다	동사		양말을	초급	A
	신라	고유 명사	新羅			C
3156	신랑02	명사	新郞	신부	초급	B
	신뢰02	명사		를 잃다	중급	
	신맛	명사		이 나다	중급	
513	신문10	명사	新聞	을 읽다	초급	A
5516	신문사	명사	新聞社	에 다니다	중급	B
5127	신문지	명사	新聞紙	에 싸다	중급	B
2199	신발	명사		을 신다	초급	A
7054	신부04	명사	神父	가톨릭	중급	C
2285	신부10	명사	新婦	신랑	초급	B
2133	신분02	명사	身分	에 맞다	중급	C
	신분증	명사		을 확인하다	초급	
5238	신비02	명사	神秘	우주의	중급	C
8826	신사16	명사	紳士	숙녀	중급	C
	신상품	명사		을 내놓다	중급	
2658	신선하다03	형용사	新鮮-	과일이	초급	B
5239	신설03	명사	新設			C
4355	신세02	명사		~를 망치다	중급	C
4810	신세대	명사	新世代	신세대 문화	중급	C
5939	신속하다02	형용사	迅速-			C
	신앙	명사		이 깊다	중급	
2266	신용01	명사	信用	을 잃다	중급	B
4214	신인07	명사	新人			C
	신입03	명사		신입 사원	중급	
4083	신입생	명사	新入生	을 모집하다	중급	B
5940	신제품	명사	新製品	이 나오다	중급	C
	신중04	명사		을 기하다	중급	
5941	신중하다	형용사	愼重-			C
2359	신청01	명사	申請	을 받다	초급	B
7828	신청서	명사	申請書	를 접수하다	중급	C
4003	신청하다01	동사	申請-			C
1209	신체02	명사	身體	가 튼튼하다	중급	B
	신체적	관형사		신체적 기능	중급	
9666	신체적	명사	身體的	신체적 기능	중급	C
2868	신호01	명사	信號	를 기다리다	초급	B
6269	신호등	명사	信號燈	을 기다리다	초급	B
	신혼04	명사		신혼 생활	중급	
8828	신혼부부	명사	新婚夫婦	예비 신혼부부	중급	B
6270	신혼여행	명사	新婚旅行	을 떠나다	초급	B
1575	신화04	명사	神話	단군 신화	중급	C
1520	싣다01	동사		짐을	초급	B
6271	실01	명사		~을 감다; 로 묶다	중급	C
5240	실감	명사	實感	이 나다	중급	C
2343	실내	명사	室內	로 들어가다	중급	B
3193	실력02	명사	實力	이 뛰어나다	중급	B
7291	실례01	명사	失禮	가 되다	초급	A
	실례02	명사		를 들다	중급	
17194	실례하다	동사	失禮-			A
2360	실로01	부사	實-			C
2007	실리다01	동사		배에; '싣다'의 피동사	중급	C
5241	실망02	명사	失望	이 크다	중급	C
5372	실망하다02	동사	失望-			C
1540	실수01	명사	失手	를 하다	초급	B
9670	실수하다	동사	失手-			B
3157	실습	명사	實習	을 나가다	중급	C
1870	실시03	명사	實施	훈련 실시	중급	C
2134	실시되다	동사	實施-			C
771	실시하다03	동사	實施-			C
	실업01	명사		실업 위기	중급	
	실용적	관형사		실용적 기술	중급	
	실용적	명사		실용적 기술	중급	
4004	실은	부사	實-	실은 그렇지 않다	중급	C
4288	실장	명사	室長	으로 승진하다	중급	C
2162	실정04	명사	實情			C
1809	실제02	명사	實際	실제 일어나다	중급	B
3647	실제02	부사	實際	실제 일어나다	중급	C
855	실제로	부사	實際-	실제로 일어나다	중급	C
	실종	명사		실종 사건	중급	
3761	실질적	명사	實質的			C
943	실천01	명사	實踐	에 옮기다	중급	C
1894	실천하다01	동사	實踐-			C
2504	실체02	명사	實體	를 보다	중급	C
5128	실컷	부사		실컷 놀다	중급	C
3076	실태02	명사	實態			C
3242	실패02	명사	失敗	성공	초급	B
2933	실패하다01	동사	失敗-			B
1908	실험	명사	實驗	을 하다	중급	C
3537	실현	명사	實現	꿈의 실현	중급	C
4917	실현되다	동사	實現-			C
3694	실현하다	동사	實現-			C
776	싫다01	형용사		일이	초급	A
10136	싫어지다	동사				B
2636	싫어하다	동사		몹시 싫어하다	초급	A
	싫증	명사		이 나다	중급	
	-심09	접사		배려심	중급	
1073	심각하다02	형용사	深刻-	문제가	중급	B
9231	심각해지다	동사	深刻-			C
1333	심다01	동사		나무를	초급	B
2416	심리01	명사	心理	를 나타내다	중급	B
	심리적	관형사		심리적 변화	중급	
6451	심리적	명사	心理的	심리적 변화	중급	C
6095	심부름	명사		을 보내다	중급	B
3484	심사08	명사	審査	를 받다	중급	C
6634	심심하다01	형용사		지루하고 심심하다; 지루하다	초급	C
2042	심장02	명사	心臟	이 뛰다	중급	C
2417	심정01	명사	心情	이 답답하다	중급	C
	심지어	부사		심지어 ~까지도	중급	
4005	심판02	명사	審判	법의 심판	중급	C
761	심하다	형용사	甚-	장난이	초급	B
5373	심해지다	동사	甚-			B
	십	관형사		숫자	초급	
24036	십	수사	十	숫자	초급	A
	십만	관형사		숫자	초급	
	십만	수사		숫자	초급	
	십상02	명사		십상 알맞다	중급	
	십상02	부사		십상 알맞다	중급	
1410	십이월	명사	十二月	달(월)	초급	A
2099	십일월	명사	十一月	달(월)	초급	A
8830	싱겁다	형용사		맛이	초급	B
4137	싱싱하다	형용사		야채가	중급	C
92	싶다	보조 용언				A
5641	싶어지다	보조 용언				C
7292	싸구려	명사		싸구려 화장품	중급	C
2100	싸다01	동사		짐을; 보자기에 ~	초급	B
	싸다02	동사		오줌을	중급	
2240	싸다05	형용사		집값이 ~; 가격이	초급	A
1007	싸우다	동사		친구와	초급	A
1384	싸움	명사		이 나다	중급	B
	싸이다01	동사		보자기에	중급	
9233	싹02	부사				C
8146	싼값	명사		에 팔다	중급	C
695	쌀	명사		보리	초급	B
	쌀쌀하다	형용사		날씨가	초급	
5778	쌍02	명사	雙	쌍으로 묶다	중급	C
5031	쌍둥이	명사	雙-	를 키우다	중급	C
1521	쌓다	동사		물건을	초급	B
1411	쌓이다	동사		책들이	중급	B
5944	썩01	부사		썩 잘한다	중급	C
2901	썩다	동사		고기가	중급	B
1098	썰다01	동사		오이를	초급	B
5779	썰렁하다	형용사		날씨가	중급	C
2418	쏘다01	동사		총을	중급	B
2344	쏟다	동사		기름을	중급	B
1895	쏟아지다	동사		물이	중급	B
	쐬다01	동사		바람을	중급	
	쑤시다01	동사		몸이	중급	
	쑥스럽다	형용사		표정이	중급	
	쓰기	명사		쓰기 평가	중급	
169	쓰다01	동사		글씨를 ~; 글자를	초급	A
1795	쓰다02	동사		모자를 ~	초급	A
175	쓰다03	동사		약을 ~; 컴퓨터를	초급	A
10658	쓰다06	형용사		나물이 ~; 맛이	초급	B
5244	쓰다듬다	동사		머리를	중급	C
2576	쓰러지다	동사		나무가	중급	C
1046	쓰레기	명사		를 줍다	초급	A
7835	쓰레기통	명사	-桶	을 버리다	초급	B
7571	쓰이다01	동사		글이 ~; 칠판에	중급	B
1359	쓰이다03	동사		농사에 기계가 ~; 저울이	중급	C
9675	쓴맛	명사		이 나다	중급	C
4443	쓸다02	동사		마당을 ~; 낙엽을	중급	C
7057	쓸데없다	형용사		물건이	중급	C
8832	쓸데없이	부사		쓸데없이 돈을 쓰다	중급	C
4289	쓸쓸하다	형용사		마음이	중급	C
5642	씌우다01	동사		아이에게 모자를 ~	중급	C
3361	씨01	명사		를 뿌리다; ~를 심다	중급	B
37	씨07	의존명사	氏	마이클 씨	초급	A
5374	씨름	명사		씨름 경기	중급	B
6096	씨앗	명사		을 뿌리다	중급	C
	-씩03	접사		조금씩	중급	
6272	씩씩하다02	형용사		씩씩한 사람	중급	B
2968	씹다01	동사		껌을	초급	B
9238	씻기다01	동사		비에 ~	중급	C
10138	씻기다02	동사		아이를 ~	중급	C
947	씻다	동사		손을	초급	A
297	아02	감탄사		아, 그래요?	초급	A
	아가01	명사		가 울다	중급	
2474	아가씨	명사		아줌마	초급	B
615	아기01	명사		가 울다	초급	A
4356	아까	명사		아까 먹다	초급	B
1363	아까	부사		아까 먹다	초급	B
3695	아깝다	형용사		돈이	중급	C
1884	아끼다	동사		돈을	중급	C
913	아나운서	명사		직업; announcer	초급	B
408	아내01	명사		남편	초급	A
3538	아냐	감탄사		아냐. 괜찮아	중급	C
7058	아뇨01	감탄사				B
817	아니01	부사				A
765	아니02	감탄사		대답	초급	B
16	아니다	형용사		−	초급	A
4918	아니야	감탄사				B
2447	아니요	감탄사		대답	초급	A
1845	아니하다	보조 용언				C
	아동02	명사		의 성장	중급	
24058	아드님	명사		첫째 아드님	중급	C
295	아들	명사		을 낳다	초급	A
453	아래01	명사		위치	초급	A
7059	아래쪽	명사		방향	초급	B
11936	아래층	명사	-層	으로 내려가다	중급	B
7836	아랫사람	명사		의 도리	중급	C
	아랫집	명사		에 내려가다	중급	
4712	아르바이트	명사		&독Arbeit; 를 구하다	초급	C
332	아름답다	형용사		모습이	초급	A
735	아마01	부사		아마 -을 것이다	초급	A
2135	아마도	부사		아마도 -을 것이다	중급	B
748	아무01	관형사		아무도/아무 데도	초급	A
908	아무01	대명사		아무도/아무 데도	초급	A
4533	아무개	대명사		아무개 씨	중급	C
1464	아무것	명사		이나 괜찮다	초급	B
1949	아무래도	부사		아무래도 이상하다	중급	B
1028	아무런	관형사		−	중급	C
2805	아무렇다	형용사		미래가 아무렇든	중급	B
693	아무리	부사		아무리 아이라고 해도	초급	B
2969	아무튼	부사		아무튼, 다행이다.	중급	B
2870	아버님	명사		가족	초급	B
153	아버지	명사		가족	초급	A
379	아빠	명사		가족	초급	A
5375	아쉬움	명사		이 남다	중급	C
3077	아쉽다	형용사		작별이	중급	C
7060	아스팔트	명사		asphalt		C
	아시아	고유 명사		Asia		B
	아시아	명사		아시아 대륙	중급	
4139	아아01	감탄사				B
1557	아예	부사		아예 안 하다	중급	C
2101	아울러	부사		실력과 아울러 미모도	중급	C
3010	아유01	감탄사				C
96	아이01	명사		어른	초급	A
3485	아이02	감탄사		아이, 나도 바쁜데	중급	B
2043	아이고	감탄사		아이고, 시끄러워	중급	B
2531	아이디어	명사		idea; 를 내다	중급	C
14611	아이스크림	명사		을 먹다; ice-cream	초급	A
616	아저씨	명사		아주머니	초급	A
274	아주01	부사		아주 쉽다	초급	A
1743	아주머니	명사		아저씨	초급	A
2419	아줌마	명사		아주머니	초급	A
201	아직01	부사		아직 없다	초급	A
323	아침	명사		이 되다	초급	A
	아침밥	명사		을 먹다	중급	
	아침저녁	명사		아침저녁으로 만나다	중급	
851	아파트	명사		에 살다; apartment	초급	A
589	아프다	형용사		다리가	초급	A
	아프리카	고유 명사		Africa		B
	아프리카	명사		아프리카 대륙	중급	
2361	아픔	명사		육신의 아픔	중급	B
7061	아하	감탄사		아하, 그렇구나	중급	C
	아홉	관형사		숫자	초급	
12669	아홉	수사		숫자	초급	A
	아홉째	관형사		아홉째 날	중급	
	아홉째	명사		아홉째 날	중급	
	아홉째	수사		아홉째 날	중급	
	아흔	관형사		숫자	초급	
49265	아흔	수사		숫자	초급	A
3122	악기05	명사	樂器	를 연주하다	초급	B
4218	악몽	명사	惡夢	을 꾸다	중급	C
4290	악수06	명사	握手	를 하다	중급	B
	악취01	명사		가 나다	중급	
	악화01	명사		갈등 악화	중급	
118	안01	명사		집 ~; 밖	초급	A
44	안02	부사		아니; 안 춥다	초급	A
8153	안04	명사	案			C
3762	안개	명사		가 끼다	초급	C
2659	안경03	명사	眼鏡	을 쓰다	초급	A
15800	안과02	명사	眼科	에서 치료를 받다	중급	C
4813	안기다01	동사		'안다'의 피동사; 아기가	중급	C
4006	안기다02	동사		'안다'의 사동사; 꽃다발을	중급	C
4219	안내01	명사	案內	관광	초급	C
	안내문	명사		을 받다	초급	
	안내서	명사		를 읽다	중급	
	안내소	명사		에 들르다	중급	
	안내원	명사		을 따라가다	중급	
	안내판	명사		을 세우다	중급	
5032	안내하다	동사	案內-			B
7294	안녕	감탄사	安寧	친구야! 안녕.	초급	A
	안녕	명사		친구야! 안녕.	초급	
1978	안녕하다	형용사	安寧-			A
4444	안녕히	부사	安寧-	안녕히 계세요	초급	A
929	안다01	동사		아기를	초급	A
	안동	고유 명사	安東			C
2970	안되다01	동사		공부가 ~	초급	A
7295	안되다02	형용사		형편이; 마음이 언짢다	중급	B
2136	안방02	명사	-房	에서 자다	중급	B
8154	안부01	명사	安否	를 묻다	중급	C
	안색	명사		이 나쁘다	중급	
	안심04	명사		이 되다	중급	
9241	안심하다	동사	安心-			C
	안약	명사		을 넣다	중급	
2115	안전03	명사	安全	을 지키다	초급	B
	안전띠	명사		를 매다	중급	
2835	안전하다	형용사	安全-			B
1474	안정01	명사	安定	을 유지하다	중급	C
3696	안정되다	동사	安定-			C
4623	안주04	명사	按酒	를 먹다	중급	B
3362	안쪽	명사		바깥쪽	초급	B
	안타까워하다	동사		죽음을	중급	
2554	안타깝다	형용사		마음이	중급	B
4445	안팎	명사		나라 안팎	중급	C
183	앉다	동사		의자에	초급	A
5033	앉히다	동사		자리에	중급	C
1859	않다	동사		세수를	중급	A
11	않다	보조 용언				A
2200	알01	명사		에서 깨다	중급	B
36	알다	동사		사실을	초급	A
	알레르기	명사		를 일으키다	중급	
500	알려지다	동사		사실이	중급	B
5246	알루미늄	명사		aluminium		C
993	알리다	동사		사실을	초급	B
1364	알맞다	형용사		크기가	초급	B
4357	알아내다	동사		사실을	중급	C
2362	알아듣다	동사		말귀를	중급	B
	알아맞히다	동사		답을	중급	
388	알아보다	동사		정보를	초급	C
5247	알아주다	동사		마음을	중급	C
	알차다	형용사		내용이	중급	
7066	알코올	명사		alcohol		C
2137	앓다	동사		감기를	중급	B
4358	암08	명사	癌	에 걸리다	중급	B
	암기02	명사		암기 과목	중급	
5783	암시01	명사	暗示			C
5946	암컷	명사				C
2008	압력	명사	壓力	이 높다	중급	C
	앗01	감탄사		앗! 깜짝이야.	중급	
64	앞	명사		으로 나가다	초급	A
5376	앞길01	명사		을 건너다; 앞에 있는 길	중급	B
5784	앞날	명사		을 기약하다	중급	C
1628	앞두다	동사		시험을	중급	C
4220	앞뒤	명사		를 돌아보다	중급	B
	앞머리	명사		를 기르다	중급	
10669	앞문	명사	-門			C
8457	앞바다	명사		로 나가다	중급	C
1299	앞서	부사		앞서 도착하다	중급	C
2201	앞서다	동사		앞서서 걷다	중급	B
